1,1,120.78,334.51,135.41,57.69999999999999,1,1,1.0
1,2,734.41,266.13,70.97000000000003,38.45999999999998,1,1,1.0
1,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
2,1,96.72,337.87,138.24,58.94,1,1,1.0
2,2,720.76,267.77,73.43000000000006,38.660000000000025,1,1,1.0
2,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
3,1,72.66,341.23,141.07,60.16999999999996,1,1,1.0
3,2,707.12,269.41,75.88,38.849999999999966,1,1,1.0
3,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
4,1,48.6,344.59,143.9,61.410000000000025,1,1,1.0
4,2,693.47,271.05,74.92999999999995,39.05000000000001,1,1,1.0
4,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
5,1,22.17,348.66,149.02999999999997,61.40999999999997,1,1,1.0
5,2,680.26,275.11,74.93000000000006,39.06,1,1,1.0
5,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
6,1,16.63,352.52,130.92000000000002,60.03000000000003,1,1,1.0
6,2,665.13,276.67,76.38,39.69999999999999,1,1,1.0
6,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
7,1,11.09,356.38,112.81,58.64999999999998,1,1,1.0
7,2,650.0,278.23,77.83000000000004,40.349999999999966,1,1,1.0
7,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
8,1,5.54,360.24,94.71,57.27999999999997,1,1,1.0
8,2,634.86,279.79,79.28999999999996,41.0,1,1,1.0
8,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
9,1,0.0,364.11,76.6,55.889999999999986,1,1,1.0
9,2,619.73,281.35,80.75,41.639999999999986,1,1,1.0
9,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
10,1,0.83,367.97,51.67,55.42999999999995,1,1,1.0
10,2,604.6,282.91,82.19999999999993,42.289999999999964,1,1,1.0
10,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
11,1,0.83,367.97,25.87,55.42999999999995,1,1,1.0
11,2,589.55,284.95,83.32000000000005,42.29000000000002,1,1,1.0
11,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
12,2,574.5,286.98,84.45000000000005,42.289999999999964,1,1,1.0
12,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
13,2,559.45,289.02,85.56999999999994,42.29000000000002,1,1,1.0
13,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
14,2,544.39,291.06,86.71000000000004,42.29000000000002,1,1,1.0
14,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
15,2,527.3,293.57,88.32000000000005,43.60000000000002,1,1,1.0
15,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
16,2,510.2,296.08,89.93,44.920000000000016,1,1,1.0
16,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
17,2,493.1,298.59,91.54999999999995,46.23000000000002,1,1,1.0
17,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
18,2,476.0,301.1,93.16999999999996,47.549999999999955,1,1,1.0
18,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
19,2,458.9,303.61,94.77999999999997,48.860000000000014,1,1,1.0
19,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
20,2,441.8,306.13,96.40000000000003,50.170000000000016,1,1,1.0
20,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
21,2,423.23,309.14,98.71000000000004,51.25999999999999,1,1,1.0
21,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
22,2,404.66,312.16,101.01999999999998,52.339999999999975,1,1,1.0
22,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
23,2,386.1,315.18,103.32,53.420000000000016,1,1,1.0
23,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
24,2,367.53,318.2,105.63000000000005,54.5,1,1,1.0
24,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
25,2,348.96,321.21,107.94,55.59000000000003,1,1,1.0
25,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
26,2,328.55,324.53,109.90999999999997,56.57000000000005,1,1,1.0
26,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
27,2,308.14,327.85,111.88,57.539999999999964,1,1,1.0
27,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
28,2,287.73,331.17,113.84999999999997,58.51999999999998,1,1,1.0
28,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
29,2,267.32,334.48,115.82,59.50999999999999,1,1,1.0
29,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
30,2,246.91,337.8,117.78999999999999,60.47999999999996,1,1,1.0
30,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
31,2,223.14,341.82,121.24000000000001,61.50999999999999,1,1,1.0
31,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
32,2,199.37,345.84,124.69,62.53000000000003,1,1,1.0
32,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
33,2,175.6,349.86,128.14000000000001,63.55000000000001,1,1,1.0
33,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
34,2,151.84,353.88,131.58,64.57999999999998,1,1,1.0
34,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
35,2,128.07,357.9,135.03000000000003,65.60000000000002,1,1,1.0
35,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
36,2,102.45,362.61,137.69,66.94999999999999,1,1,1.0
36,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
37,2,76.84,367.32,140.34,68.30000000000001,1,1,1.0
37,3,210.0,251.16,92.60000000000002,39.79999999999998,1,1,1.0
